policy_id,claim_id,exposure,claim_count,vehicle_age,region,channel,sum_insured,policy_year
1619,143.0,0.8898015058179329,1,15,South,Online,271100,2020
1621,144.0,1.0,2,2,West,Agent,1124900,2024
1621,145.0,1.0,2,2,West,Agent,1124900,2024
1622,146.0,1.0,1,7,West,Direct,882900,2023
1623,147.0,1.0,1,3,North,Agent,632600,2019
1672,148.0,0.974674880219028,1,14,West,Agent,1241800,2019
1676,149.0,1.0,1,0,North,Direct,1032200,2024
1738,150.0,0.919917864476386,1,11,East,Direct,1388800,2020
1740,151.0,0.8432580424366872,1,7,South,Agent,611500,2020
1770,152.0,0.9117043121149896,1,6,East,Online,1148300,2018
1771,153.0,0.9089664613278576,1,7,West,Agent,888200,2021
1790,154.0,0.8980150581793293,1,14,North,Broker,823000,2018
1815,155.0,0.9828884325804244,1,6,West,Agent,593900,2019
1820,156.0,0.9774127310061602,1,10,Central,Direct,587000,2020
1830,157.0,0.9281314168377824,1,14,West,Agent,1060900,2018
1834,158.0,0.8733744010951403,1,10,West,Broker,561700,2018
1862,159.0,1.0,1,8,East,Bancassurance,487000,2020
1911,160.0,0.8240930869267625,1,12,North,Online,715700,2018
1913,162.0,1.0,2,9,North,Broker,494100,2024
1913,161.0,1.0,2,9,North,Broker,494100,2024
1925,163.0,0.9500342231348392,1,3,West,Agent,504700,2018
1931,164.0,0.9308692676249144,1,2,North,Broker,1186400,2023
1934,165.0,0.9418206707734428,2,15,East,Bancassurance,401100,2022
1934,166.0,0.9418206707734428,2,15,East,Bancassurance,401100,2022
1942,167.0,1.0,1,2,Central,Bancassurance,2447200,2022
1956,168.0,0.9555099247091032,1,3,North,Broker,849700,2023
1983,169.0,0.9500342231348392,1,15,Central,Broker,1362200,2022
1994,170.0,0.9883641341546886,1,5,West,Agent,397600,2024
2019,172.0,1.0,1,8,South,Agent,674400,2020
2033,173.0,1.0,1,3,North,Agent,766800,2020
2046,175.0,1.0,2,0,East,Agent,1117900,2023
2046,174.0,1.0,2,0,East,Agent,1117900,2023
2053,176.0,0.9527720739219712,1,5,North,Broker,1325800,2019
2071,177.0,0.8788501026694046,1,6,East,Broker,580600,2022
2074,178.0,1.0,1,9,West,Agent,692300,2019
2092,179.0,0.9500342231348392,1,14,South,Agent,373700,2021
2121,180.0,0.8898015058179329,1,1,East,Broker,440000,2024
2131,181.0,0.8350444900752909,1,3,Central,Agent,465400,2019
2137,182.0,1.0,1,7,Central,Online,300500,2022
2142,183.0,0.8815879534565366,1,14,North,Direct,322500,2020
2149,184.0,0.917180013689254,1,9,West,Bancassurance,1604700,2020
2159,185.0,1.0,1,10,South,Online,503600,2020
2160,186.0,1.0,1,11,South,Direct,367800,2021
2231,187.0,0.892539356605065,1,10,South,Broker,417600,2020
2233,188.0,0.974674880219028,1,10,Central,Broker,1144000,2018
2244,189.0,1.0,1,11,East,Online,771900,2024
2270,191.0,1.0,1,15,East,Online,814700,2019
2286,192.0,1.0,1,0,North,Online,1968900,2024
2287,193.0,0.9390828199863108,1,2,South,Online,370400,2019
2319,194.0,1.0,1,8,North,Online,387500,2018
2357,195.0,0.8323066392881588,1,0,North,Agent,866700,2023
2362,196.0,0.8898015058179329,1,8,South,Broker,626300,2021
2375,197.0,1.0,1,7,West,Broker,490100,2023
2386,198.0,0.9418206707734428,1,9,North,Agent,817600,2021
2404,199.0,0.9418206707734428,1,4,West,Broker,1218900,2021
2410,200.0,1.0,1,15,Central,Online,159000,2018
2431,201.0,1.0,1,1,West,Agent,1208300,2022
2434,202.0,1.0,1,1,East,Online,764400,2020
2441,203.0,1.0,1,8,Central,Online,496600,2020
2443,204.0,0.9527720739219712,1,3,North,Broker,984100,2024
2459,205.0,0.8295687885010267,1,15,East,Direct,413100,2020
2467,206.0,0.8843258042436687,1,0,South,Online,883400,2022
2473,207.0,1.0,1,11,North,Online,650500,2019
2475,208.0,1.0,1,6,West,Agent,424000,2018
2477,209.0,0.9281314168377824,1,10,East,Agent,457000,2021
2478,210.0,0.9637234770704995,1,10,South,Agent,568700,2024
2481,211.0,0.892539356605065,1,5,West,Online,646700,2024
2486,212.0,0.8268309377138946,1,12,West,Agent,3203800,2024
2488,213.0,0.8432580424366872,1,12,South,Agent,974300,2021
2493,214.0,1.0,2,6,South,Agent,371500,2020
2493,215.0,1.0,2,6,South,Agent,371500,2020
2499,216.0,0.8843258042436687,1,5,South,Agent,683300,2018
2504,217.0,0.974674880219028,1,1,South,Agent,1120400,2024
2509,218.0,1.0,1,1,East,Direct,722200,2022
2517,219.0,0.8350444900752909,1,6,West,Agent,1373300,2020
2519,220.0,1.0,1,10,South,Agent,181000,2023
2526,221.0,0.9281314168377824,1,14,South,Direct,1180800,2021
2540,222.0,0.9117043121149896,1,11,West,Broker,766400,2021
2568,223.0,0.971937029431896,1,12,East,Agent,1051500,2023
2614,224.0,1.0,1,13,East,Agent,860800,2024
2630,225.0,0.9363449691991786,1,11,West,Agent,527800,2021
2636,226.0,0.8268309377138946,1,0,South,Agent,1012300,2023
2639,227.0,0.8624229979466119,2,4,East,Broker,671200,2020
2639,228.0,0.8624229979466119,2,4,East,Broker,671200,2020
2640,229.0,0.892539356605065,1,4,West,Online,761700,2024
2660,230.0,1.0,1,10,South,Broker,464200,2021
2676,231.0,0.892539356605065,1,3,Central,Bancassurance,487300,2021
2705,232.0,0.9062286105407256,1,9,South,Agent,1123100,2018
2708,233.0,1.0,1,2,North,Bancassurance,1126200,2018
2736,234.0,0.8870636550308009,1,8,West,Agent,694200,2021
2743,235.0,0.8295687885010267,1,6,East,Bancassurance,246000,2023
2747,236.0,1.0,1,11,East,Agent,790600,2019
2765,237.0,0.8678986995208761,1,15,South,Online,706600,2018
2778,238.0,0.9637234770704995,1,8,East,Agent,836700,2021
2785,239.0,1.0,1,4,West,Online,1515700,2023
2822,241.0,0.9007529089664612,2,15,East,Broker,1277900,2024
2822,240.0,0.9007529089664612,2,15,East,Broker,1277900,2024
2823,242.0,0.9336071184120466,1,12,West,Broker,1894900,2018
2845,244.0,0.8569472963723477,2,15,South,Agent,473900,2022
2845,243.0,0.8569472963723477,2,15,South,Agent,473900,2022
2882,245.0,0.892539356605065,1,14,West,Agent,785200,2023
2883,246.0,0.9856262833675564,1,3,South,Agent,703200,2019
2890,247.0,1.0,1,11,South,Broker,524600,2018
2902,248.0,0.9062286105407256,1,10,West,Agent,634900,2024
2913,249.0,1.0,1,15,West,Online,588000,2024
2920,250.0,0.9363449691991786,1,1,West,Agent,607900,2023
2934,251.0,1.0,1,7,North,Agent,1190200,2023
2963,252.0,0.9883641341546886,1,13,North,Agent,366500,2022
2965,253.0,0.8350444900752909,1,0,West,Agent,502400,2023
2975,254.0,1.0,1,10,Central,Agent,728700,2019
2978,255.0,1.0,1,10,South,Direct,659100,2020
2998,256.0,1.0,1,9,South,Online,876500,2020
3008,257.0,0.8678986995208761,1,5,West,Direct,501500,2019
3017,258.0,0.922655715263518,1,7,West,Broker,652600,2023
3027,259.0,0.9089664613278576,1,7,North,Agent,772200,2020
3035,260.0,1.0,1,1,North,Agent,1157200,2019
3037,261.0,0.9390828199863108,1,6,West,Agent,481200,2018
3043,262.0,1.0,1,14,West,Direct,660900,2020
3053,263.0,0.8761122518822724,1,15,East,Broker,350900,2024
3061,264.0,0.8487337440109514,1,13,West,Agent,1487500,2024
3066,265.0,0.9007529089664612,1,13,West,Broker,1808900,2023
3067,266.0,0.8240930869267625,1,8,West,Bancassurance,252400,2018
3096,267.0,0.9774127310061602,1,7,South,Agent,584400,2018
3097,268.0,1.0,1,14,South,Bancassurance,422800,2020
3138,269.0,0.971937029431896,1,7,Central,Bancassurance,893400,2023
3144,270.0,0.974674880219028,1,3,North,Broker,997300,2024
3145,271.0,1.0,1,8,South,Agent,874900,2021
3165,272.0,0.8268309377138946,1,15,North,Direct,491200,2022
3174,273.0,0.8624229979466119,1,1,Central,Direct,594200,2021
3176,274.0,0.9774127310061602,1,15,East,Broker,1421700,2023
3184,275.0,1.0,1,5,West,Broker,1283500,2020
3192,276.0,1.0,1,1,South,Broker,467400,2021
3223,277.0,0.840520191649555,1,1,East,Agent,1148700,2020
3233,278.0,0.9390828199863108,1,15,North,Online,377100,2018
3237,279.0,0.9253935660506504,1,5,East,Agent,1383900,2018
3264,280.0,0.971937029431896,1,15,South,Online,1190800,2021
3271,281.0,0.9965776865160848,1,3,Central,Agent,864800,2022
3285,282.0,1.0,1,11,West,Broker,727900,2024
3290,283.0,0.8952772073921971,1,14,North,Bancassurance,655800,2023
3293,284.0,1.0,1,7,North,Agent,695200,2020
3322,285.0,0.947296372347707,1,13,North,Agent,553000,2024
3331,286.0,0.8980150581793293,1,13,North,Agent,436000,2022
3351,287.0,0.9582477754962354,1,7,East,Agent,1134800,2024
3362,288.0,0.944558521560575,1,12,East,Agent,664400,2024
3368,289.0,0.922655715263518,1,11,West,Agent,861900,2024
3376,290.0,1.0,1,14,West,Bancassurance,948900,2021
3379,291.0,1.0,1,15,East,Direct,1262900,2023
3385,292.0,0.8843258042436687,2,0,South,Direct,302100,2024
3385,293.0,0.8843258042436687,2,0,South,Direct,302100,2024
3400,294.0,0.8788501026694046,1,12,North,Online,750800,2021
3411,295.0,1.0,1,6,North,Broker,374200,2021
3412,296.0,1.0,1,0,North,Online,1441900,2022
3415,297.0,0.922655715263518,1,10,North,Broker,446600,2020
3417,298.0,0.840520191649555,1,15,North,Broker,694100,2024
3419,299.0,1.0,1,2,South,Agent,952200,2018
3421,300.0,1.0,1,2,Central,Broker,1386700,2018
3427,301.0,1.0,1,3,West,Agent,210300,2018
3435,302.0,1.0,1,4,North,Agent,1101700,2018
3446,303.0,1.0,1,9,West,Broker,1136400,2019
3447,304.0,1.0,1,14,West,Direct,2196200,2020
3449,305.0,0.9390828199863108,1,4,Central,Agent,951700,2018
3456,306.0,1.0,1,4,East,Direct,674100,2018
3469,307.0,0.9007529089664612,1,12,Central,Agent,657000,2020
3470,308.0,1.0,1,13,South,Bancassurance,245100,2022
3498,309.0,0.971937029431896,1,9,North,Broker,401300,2024
3518,310.0,0.947296372347707,1,10,North,Broker,560200,2021
3543,311.0,0.8240930869267625,1,2,East,Direct,2191000,2023
3547,313.0,0.8240930869267625,1,12,East,Broker,321500,2023
3559,314.0,1.0,1,12,West,Bancassurance,222500,2024
3577,315.0,1.0,1,8,South,Broker,807100,2021
3618,316.0,0.892539356605065,1,11,East,Agent,1548900,2019
3625,317.0,0.8432580424366872,1,3,West,Agent,374600,2021
3639,318.0,1.0,1,3,East,Direct,493100,2023
3651,319.0,0.9527720739219712,1,14,West,Broker,610200,2020
3656,320.0,0.865160848733744,1,4,North,Agent,761300,2023
3662,321.0,1.0,1,11,East,Agent,1244100,2024
3672,322.0,0.9801505817932924,1,9,West,Online,443600,2020
3673,323.0,1.0,1,4,East,Agent,3252600,2022
3679,324.0,0.947296372347707,1,12,North,Broker,395800,2022
3681,325.0,0.865160848733744,1,10,East,Bancassurance,961600,2020
3698,327.0,1.0,1,12,West,Online,1365700,2019
3705,328.0,1.0,1,14,South,Agent,1006700,2018
3716,329.0,1.0,1,15,North,Direct,309500,2022
3750,330.0,0.9089664613278576,1,14,South,Agent,1455400,2023
3754,331.0,0.9609856262833676,1,1,North,Agent,218300,2024
3771,332.0,0.865160848733744,1,6,East,Bancassurance,470700,2020
3774,334.0,0.9801505817932924,2,2,South,Online,274800,2021
3774,333.0,0.9801505817932924,2,2,South,Online,274800,2021
3784,335.0,0.9828884325804244,1,8,Central,Broker,846300,2022
3794,336.0,0.922655715263518,1,15,North,Broker,801400,2018
3795,337.0,0.9965776865160848,1,12,North,Agent,999800,2024
3798,338.0,1.0,1,12,East,Agent,371200,2021
3812,339.0,0.9883641341546886,1,6,South,Agent,1179800,2018
3843,340.0,1.0,1,8,East,Agent,434600,2022
3862,341.0,0.8542094455852156,1,5,Central,Agent,725800,2019
3902,342.0,0.947296372347707,1,13,West,Online,271300,2021
3933,343.0,0.9664613278576316,1,8,West,Direct,1154300,2018
3950,344.0,0.9253935660506504,1,10,East,Online,510700,2020
3967,345.0,0.9117043121149896,1,13,South,Broker,1273300,2023
3972,346.0,1.0,2,11,West,Agent,931000,2018
3972,347.0,1.0,2,11,West,Agent,931000,2018
3976,348.0,1.0,1,8,North,Online,1847100,2020
3983,349.0,0.8295687885010267,1,5,West,Broker,1110400,2023
3990,350.0,1.0,1,14,South,Agent,584200,2023
3999,351.0,1.0,1,15,Central,Agent,1540400,2024
4031,352.0,0.8898015058179329,1,7,Central,Online,968100,2024
4040,353.0,1.0,1,1,East,Agent,295200,2018
4050,354.0,0.8980150581793293,1,10,East,Bancassurance,624700,2023
4060,355.0,0.9856262833675564,1,10,South,Direct,796300,2020
4085,356.0,0.9856262833675564,1,14,East,Bancassurance,1131000,2020
4095,357.0,1.0,1,3,West,Direct,935800,2022
4096,358.0,0.999315537303217,1,13,South,Agent,801300,2019
4099,359.0,0.8706365503080082,1,4,South,Bancassurance,548700,2024
4134,360.0,0.9664613278576316,1,5,Central,Agent,731300,2019
4168,361.0,1.0,1,5,West,Direct,403600,2019
4171,362.0,0.922655715263518,1,12,North,Broker,910700,2022
4176,363.0,1.0,1,11,South,Agent,1005500,2021
4177,364.0,0.8459958932238193,1,10,West,Agent,290900,2023
4189,365.0,0.9637234770704995,1,15,North,Online,522700,2018
4205,366.0,0.8678986995208761,1,2,Central,Agent,749300,2022
4227,367.0,0.9664613278576316,1,5,South,Online,750500,2024
4228,369.0,1.0,2,15,West,Direct,351100,2020
4228,368.0,1.0,2,15,West,Direct,351100,2020
4229,370.0,0.9281314168377824,1,8,North,Broker,778400,2023
4243,371.0,1.0,1,11,East,Agent,225900,2018
4246,372.0,1.0,1,8,South,Agent,572100,2019
4252,373.0,1.0,1,11,North,Agent,195300,2020
4254,374.0,0.8761122518822724,1,11,North,Agent,945200,2021
4273,375.0,0.8980150581793293,1,13,West,Broker,1485300,2019
4282,376.0,0.919917864476386,1,12,North,Online,845100,2024
4303,377.0,0.9034907597535934,1,5,West,Broker,1290000,2024
4304,378.0,0.8733744010951403,1,4,East,Direct,795300,2019
4316,379.0,0.8952772073921971,1,2,South,Agent,312800,2021
4330,380.0,0.974674880219028,1,12,East,Direct,636000,2024
4334,381.0,0.9363449691991786,1,15,West,Online,1190300,2022
4339,382.0,1.0,1,15,Central,Agent,1189800,2020
4340,383.0,0.8240930869267625,1,8,West,Agent,762700,2020
4348,384.0,1.0,1,11,North,Online,656600,2021
4350,385.0,1.0,1,13,South,Agent,380000,2024
4356,386.0,1.0,1,7,West,Broker,1234000,2022
4389,387.0,0.9664613278576316,1,8,East,Agent,1440900,2019
4411,388.0,0.922655715263518,1,15,East,Agent,698700,2024
4412,389.0,1.0,1,5,Central,Online,274500,2024
4414,390.0,0.9034907597535934,1,15,South,Agent,902100,2020
4421,391.0,0.8898015058179329,2,14,East,Agent,480400,2024
4421,392.0,0.8898015058179329,2,14,East,Agent,480400,2024
4429,393.0,0.9089664613278576,1,9,South,Broker,746500,2018
4455,394.0,1.0,1,1,North,Bancassurance,883400,2024
4459,395.0,1.0,1,5,South,Broker,281100,2020
4480,396.0,0.9089664613278576,1,5,East,Direct,544600,2022
4496,397.0,1.0,1,1,South,Direct,722500,2023
4514,398.0,0.8569472963723477,1,4,West,Bancassurance,1204200,2022
4531,399.0,0.8843258042436687,1,11,North,Broker,560600,2023
4547,400.0,1.0,1,12,South,Bancassurance,376400,2024
4554,402.0,0.969199178644764,2,8,Central,Online,347300,2021
4554,401.0,0.969199178644764,2,8,Central,Online,347300,2021
4555,403.0,0.8898015058179329,1,10,West,Agent,570400,2023
4559,404.0,1.0,1,4,North,Agent,762000,2020
4561,405.0,0.999315537303217,1,14,West,Agent,1330300,2020
4571,406.0,0.9938398357289528,1,2,West,Agent,405400,2021
4582,407.0,0.8870636550308009,1,10,West,Online,950600,2020
4600,408.0,0.9828884325804244,1,2,East,Agent,550100,2019
4610,409.0,1.0,1,5,South,Agent,1216200,2021
4623,410.0,1.0,1,11,South,Agent,888500,2022
4624,411.0,0.8733744010951403,1,2,South,Direct,1300800,2024
4656,412.0,0.840520191649555,1,9,Central,Broker,1252200,2019
4659,413.0,0.9253935660506504,1,10,North,Agent,738700,2021
4664,414.0,1.0,1,13,West,Agent,999200,2023
4684,415.0,1.0,1,1,North,Direct,818700,2024
4728,416.0,0.9390828199863108,1,15,West,Broker,2056400,2018
4737,417.0,0.9637234770704995,1,14,East,Agent,641800,2023
4752,418.0,1.0,1,9,North,Broker,481000,2023
4758,419.0,1.0,1,2,East,Agent,645500,2020
4781,420.0,1.0,1,6,South,Broker,1250500,2021
4784,421.0,0.9336071184120466,1,6,West,Online,494500,2021
4803,422.0,0.892539356605065,1,9,North,Online,721300,2022
4804,423.0,0.8295687885010267,1,9,West,Online,236000,2023
4814,424.0,1.0,1,6,East,Bancassurance,360400,2020
4816,425.0,0.9856262833675564,1,10,Central,Agent,1620300,2020
4820,426.0,0.8870636550308009,1,14,East,Agent,710200,2018
4841,427.0,1.0,1,14,North,Online,686700,2023
4855,428.0,0.837782340862423,1,4,East,Agent,218900,2019
4872,429.0,1.0,1,14,South,Online,219700,2020
4900,430.0,0.9774127310061602,1,5,East,Agent,1207200,2018
4934,431.0,1.0,1,11,North,Agent,1025700,2023
4938,432.0,1.0,1,5,East,Agent,673100,2021
4939,433.0,1.0,1,11,North,Broker,461200,2019
4952,434.0,1.0,1,13,North,Direct,1147100,2022
4958,435.0,0.865160848733744,1,7,East,Online,463800,2022
4964,436.0,0.8350444900752909,1,8,South,Online,213600,2018
4965,437.0,0.9801505817932924,1,3,Central,Broker,835100,2023
4991,438.0,0.8788501026694046,1,13,West,Agent,1987000,2024
4992,439.0,0.8542094455852156,1,4,East,Agent,1160300,2020
4998,440.0,0.9418206707734428,1,8,West,Direct,836700,2019
5003,441.0,0.9390828199863108,1,2,Central,Agent,1130300,2018
5009,442.0,1.0,1,8,North,Online,602200,2023
5036,443.0,0.9034907597535934,1,14,East,Online,284700,2019
5055,444.0,0.9555099247091032,1,9,South,Agent,533900,2024
5056,445.0,0.974674880219028,1,4,West,Agent,554600,2020
5058,447.0,1.0,2,7,West,Online,841800,2019
5058,446.0,1.0,2,7,West,Online,841800,2019
5086,448.0,1.0,1,8,West,Agent,573700,2022
5103,449.0,1.0,1,2,West,Bancassurance,841000,2024
5129,450.0,0.9582477754962354,1,14,Central,Bancassurance,1534000,2021
5149,451.0,0.9281314168377824,1,12,North,Online,369600,2019
5156,452.0,0.922655715263518,1,13,North,Direct,1270300,2023
5186,453.0,1.0,1,11,South,Agent,729000,2021
5194,454.0,0.837782340862423,1,11,South,Online,554300,2018
5205,455.0,1.0,1,14,South,Bancassurance,1095700,2019
5238,456.0,0.8624229979466119,1,2,North,Agent,521000,2022
5240,457.0,0.9938398357289528,1,13,West,Broker,973500,2019
5245,458.0,0.8268309377138946,1,5,Central,Direct,537600,2019
5248,459.0,1.0,1,11,East,Agent,563600,2020
5254,460.0,1.0,1,7,South,Agent,691600,2021
5255,461.0,0.9336071184120466,1,14,East,Online,552800,2021
5275,462.0,1.0,1,10,South,Agent,368700,2024
5312,463.0,0.8733744010951403,1,2,West,Agent,1063800,2020
5318,464.0,0.947296372347707,1,4,North,Broker,353500,2024
5353,465.0,0.9774127310061602,1,7,South,Online,591800,2022
